"cons_12m","cons_gas_12m","cons_last_month","no_consumption","churn","days_active","days_since_last_modification","forecast_cons_12m","forecast_cons_year","forecast_discount_energy","has_gas","margin_net_pow_ele","nb_prod_act","net_margin","pow_max","channel_sales"
12104,0,2036,0,0,1402,366,1211.62,2036,0,0,32.48,1,147.79,20,"5"
40047,0,2563,0,0,4749,4384,3927.13,2563,0,0,32.01,1,471.48,41.5,"1"
3329244,867921,509826,0,0,2192,1827,8568.72,14261,0,1,1.74,2,880.44,27.5,"6"
22525,0,1500,0,0,2772,2413,2000.33,1500,0,0,0.39,1,304.2,15,"1"
20694,0,0,1,0,2557,2193,841.37,0,0,0,16.38,1,32.29,13.8,"1"
43021,9513,3811,0,0,1827,22,4452.78,3811,0,1,4.08,2,523.12,21.71,"5"
10336,0,1127,0,0,1461,165,1535.9,1127,0,0,21.48,1,149.49,10.392,"5"
28742,6040,2165,0,0,4044,200,2868.05,2165,0,1,29.43,2,304.44,27.71,"1"
29848,0,2769,0,0,1461,77,273.58,369,0,0,10.08,1,22.94,10.392,"5"
39375,0,3197,0,0,2557,39,1366.21,944,0,0,40.8,1,141.86,20.4,"1"
84527,0,5925,0,1,1461,10,3787.85,3230,0,0,25.44,1,428.99,21.04,"5"
77612,24861,8053,0,0,2192,1827,7586.91,8053,0,1,5.7,2,699.57,15.1,"5"
23488,0,0,1,0,1827,1462,3462.18,0,0,0,16.66,1,298.48,13.2,"8"
318636,0,33261,0,0,2192,1827,1327.88,0,0,0,17.22,1,139.89,10.392,"6"
1997,0,0,1,0,1827,1462,252.47,0,0,0,12.82,1,21.96,13.2,"5"
4944,4762,504,0,0,1461,325,754.56,504,0,1,27.22,3,81.72,13.164,"5"
19054,0,0,1,0,2295,617,400.34,0,0,0,11.24,1,39.55,15,"5"
378853,0,26057,0,0,1826,1462,1994.69,2505,0,0,74.88,1,191.05,50,"6"
904954,906652,95109,0,0,2191,1832,2327.98,0,0,1,23.4,2,208.52,10.39,"5"
47104,0,0,1,0,1461,401,4959.34,0,0,0,1.74,1,580.45,43.64,"5"
8928,0,632,0,1,1827,23,981,632,0,0,31.64,1,110.9,20,"5"
3889,0,335,0,0,1096,732,391.22,335,0,0,45.35,1,49.13,20,"5"
822,0,0,1,0,1826,1462,124.73,0,0,0,28.8,1,12.89,11.5,"1"
72159,0,4057,0,0,2555,2192,377.88,0,0,0,28.76,1,36.42,13.856,"5"
1662549,0,106463,0,0,2372,2008,619.12,647,0,0,31.53,1,75.94,13.8,"1"
15939,0,1455,0,1,1461,37,2355.98,1455,0,0,24.84,1,222.27,11,"5"
47122,0,0,1,0,1096,7,2102.43,0,0,0,23.4,1,258.25,17.32,"5"
19351,0,5512,0,0,2192,1837,1763.16,5512,0,0,22.95,1,126.69,13.856,"1"
492253,0,34343,0,0,2557,2192,720.31,995,0,0,23.52,1,75.49,19.8,"1"
971469,0,82447,0,1,2343,1978,2933.08,3188,0,0,28.34,1,245.41,13.8,"1"
15012,0,991,0,0,2557,2196,1567.97,991,0,0,19.14,1,172.55,18,"5"
19383,2653,137,0,0,1094,730,1763.59,0,0,1,29.64,4,234.54,19.8,"5"
4221,0,0,1,0,2192,1827,437.32,0,0,0,25.18,1,65.36,17.25,"1"
6286272,0,562863,0,0,1531,367,2761.33,3113,0,0,6.24,1,156.28,50,"5"
34454,0,0,1,0,1461,663,3906.99,0,0,0,14.04,2,330.75,13.2,"5"
1899670,0,218019,0,0,2192,1829,9045.64,0,0,0,16.66,1,740.76,13.2,"6"
12709,0,1214,0,0,1461,1097,1281.88,1214,0,0,48.48,1,142.16,24.25,"3"
8194,0,2312,0,0,2191,314,820.81,2312,0,0,34.68,1,100.85,13.85,"5"
8992,0,1433,0,0,1826,1461,1344.46,1433,0,0,10.08,1,130.51,10.392,"8"
52327,0,3857,0,0,4004,3653,4558.95,3857,0,0,63.34,1,411.56,52.5,"1"
2059,2137,0,1,0,1827,59,307.77,0,0,1,26.73,3,26.75,13.2,"5"
326518,0,22975,0,0,1461,529,2050.95,0,0,0,25.7,1,195,13.856,"5"
3033,0,0,1,1,1461,1098,455.58,0,0,0,24.42,1,46.16,13.2,"5"
19879,0,2126,0,0,4018,3657,2081.37,2126,0,0,15.12,1,224.08,16.5,"1"
117025,0,422,0,0,1537,731,1962.37,397,0,0,6.12,1,311.2,26.4,"5"
15263,0,2283,0,0,1461,1103,2254.85,2283,0,0,33.84,1,226.4,15,"8"
3256,0,0,1,0,2557,2192,488.92,0,0,0,17.1,1,45.94,10.35,"5"
17356,0,890,0,0,1826,1462,1772.69,890,0,0,24,1,199.67,16,"5"
14456,47596,1213,0,0,1502,34,1766.08,1213,30,1,81.36,2,154.08,27.713,"8"
40414,0,2756,0,0,1461,4,4022.29,2756,0,0,6.57,1,467.08,34.641,"5"
5421,0,0,1,0,1827,1462,227.83,0,0,0,13.4,1,23.67,13.856,"8"
19270,0,0,1,0,2192,1830,2844.62,0,0,0,20.2,1,253.91,13.856,"1"
5615,0,960,0,0,2192,39,843.12,960,0,0,23.36,1,70.26,15,"5"
507715,0,51900,0,1,1461,1096,6865.67,8481,0,0,32.88,1,833.97,33,"5"
10154,0,3659,0,0,1472,366,1245.07,3659,22,0,79.2,1,70.48,19.8,"5"
12737,0,1433,0,1,2922,2557,1254.65,1433,0,0,58.08,1,150.75,29.05,"1"
237348,0,13452,0,0,2192,1831,439.98,281,0,0,41.84,1,63.66,26.4,"6"
12195,0,0,1,0,1461,13,1334.33,0,0,0,33.64,1,148.06,20.7,"3"
5479,0,0,1,0,1609,675,822.76,0,0,0,8.96,2,103.97,12,"5"
33640,3467,3635,0,0,1518,367,4918,3635,0,1,30.86,3,402.24,15,"5"
409156,0,35265,0,0,3287,426,38127.09,35265,0,0,0.48,1,2244.14,191,"1"
4406520,1337056,507598,0,0,2192,1842,2598.11,2408,0,1,21.12,2,256.51,14.5,"6"
36195,0,4292,0,0,1461,0,3652.97,4292,0,0,31.21,2,456.82,23.1,"5"
15227,0,0,1,0,1461,49,320.51,0,0,0,27.28,1,26.85,13.856,"5"
23652,0,2893,0,0,2192,148,484.24,479,0,0,23.76,1,49.95,10.392,"1"
6082,0,480,0,0,2557,10,599.29,480,0,0,31.35,1,66.54,26.4,"1"
6364,7940,813,0,0,1827,1462,952.77,813,0,1,13.4,2,92.74,13.856,"5"
3363,0,0,1,0,2555,2192,74.66,0,0,0,21.52,2,9.39,10.35,"1"
272184,0,31910,0,0,1461,1100,1382.39,1648,0,0,23.76,1,131.95,10.39,"5"
12548,0,791,0,0,2557,2192,205.93,104,0,0,41.16,1,24.39,16.5,"5"
2602,0,0,1,0,1508,38,358.4,0,0,0,23.76,1,39.09,10.392,"5"
8882,0,980,0,0,1461,36,921.22,980,0,0,30.42,1,102.72,27,"8"
51493,0,0,1,0,1248,62,5880.79,0,0,0,12.98,1,296.01,15,"5"
16830,0,2715,0,0,1532,734,2230.08,2715,0,0,31.2,1,24.12,13.856,"5"
19347,0,1667,0,0,2542,2179,0,613,0,0,13.07,1,150.26,13.856,"1"
916711,0,66423,0,0,2133,1769,3196.25,0,0,0,23.4,1,336.61,10.392,"1"
13844,0,0,1,0,1096,731,2045.96,0,0,0,20.76,1,182.13,12.5,"5"
2771,10581,0,1,0,1920,92,404.53,0,0,1,18.62,3,30.04,13.2,"1"
7792,0,0,1,1,2192,777,1152.35,0,0,0,26.28,1,121.09,11.5,"1"
724362,0,53413,0,1,1979,1615,531.8,1115,0,0,79.47,1,53.45,35,"5"
39937,0,3778,0,0,1461,604,2442.81,1201,0,0,15.32,1,219.28,10.5,"5"
8460,0,2301,0,0,2557,55,851.11,2301,0,0,14.67,1,74.98,11.5,"1"
2574,0,0,1,0,2557,65,390.51,0,0,0,33.12,1,40.59,13.2,"1"
20628,0,2858,0,0,1096,145,2999.77,2858,0,0,17.13,1,253.65,10.35,"7"
9425,0,1765,0,0,3669,3304,0,1714,0,0,41.16,1,105.48,16.5,"1"
76353,29048,644,0,0,1626,367,6593.07,563,0,1,17.74,2,581.78,19.8,"5"
41091,0,2391,0,0,1095,730,697.69,545,0,0,35.65,1,73.15,15.7,"5"
16263,100292,542,0,1,2557,2192,0,0,0,1,74.16,4,0.27,29.7,"1"
9626,0,977,0,0,2192,204,1001.81,977,0,0,20.64,1,115.46,19.8,"5"
155441,0,10311,0,1,1096,731,975.7,0,0,0,24.42,1,92.76,13.2,"5"
4028,297,352,0,0,2914,16,348.95,352,0,1,2.08,2,41.3,9.9,"1"
17126,31861,2852,0,0,1461,37,2166.73,2852,0,1,3.68,2,185.32,13.8,"5"
1600,0,0,1,0,1095,732,260.93,0,0,0,0.12,1,45.78,13.856,"6"
17561,0,1192,0,1,2557,23,1775.84,1192,0,0,22.44,1,188.43,15.001,"1"
2485,0,365,0,0,2557,51,364.15,365,0,0,12.3,1,35.43,10.35,"1"
92406,0,8697,0,0,1461,1096,7794.92,8697,0,0,50.56,1,800.63,64,"5"
3695,0,705,0,0,2191,312,552.08,705,0,0,32.88,1,58.84,13.15,"3"
7120,0,658,0,0,1827,1462,718.95,658,0,0,49.44,1,76.59,19.8,"1"
1917,0,0,1,0,2192,1831,229.45,0,0,0,16.92,1,15.41,10.392,"6"
44561,0,3267,0,0,2557,2192,1287.74,0,0,0,15.72,1,118.23,13.2,"1"
163165,0,12786,0,0,1719,80,12158.83,12691,30,0,1.8,1,2554.67,41.6,"5"
4785,0,0,1,0,2557,2192,505.4,0,0,0,12.36,1,51.13,10.392,"1"
2801,0,647,0,1,2557,34,415.59,647,0,0,26.04,1,40.38,10.392,"1"
4306656,888994,479030,0,0,2192,19,4074.7,3417,0,1,9.2,2,277.08,13.856,"6"
20359,0,0,1,0,1461,1097,2413.91,0,0,0,2.8,1,174.76,10.392,"5"
4207,0,412,0,0,2192,1827,427.34,412,0,0,22.31,1,47.22,16.5,"5"
2165,0,227,0,0,1693,59,315.03,227,0,0,20.54,1,26.8,10.392,"5"
86143,0,6858,0,0,2192,55,780.83,507,0,0,16.4,1,69.93,10.52,"5"
3552,0,0,1,0,2557,47,531.53,0,0,0,16.14,1,42.27,10.392,"1"
13415,0,1122,0,0,1827,50,2013.22,1122,0,0,14.44,1,137.91,13.15,"8"
1173627,0,109899,0,0,1461,1097,4504.4,4512,0,0,16.66,1,414.43,13.2,"5"
968714,0,44999,0,0,1461,1096,1760.32,1986,0,0,21,1,261.08,19.8,"5"
1246592,0,68647,0,0,2481,234,7195.18,0,30,0,30.88,1,604.67,19,"1"
38535,0,0,1,0,1827,1462,0,0,0,0,13.35,1,0,13.8,"5"
106,0,0,1,0,2191,1827,2.96,0,0,0,26.04,1,0.3,10.392,"1"
14564,0,0,1,0,1827,1472,1785.75,0,0,0,19.28,1,129.16,13.2,"3"
6725,2201,0,1,0,2192,43,1007.26,0,0,1,15.78,2,86.96,13.856,"8"
108073,33455,20322,0,0,2557,2192,3666.51,7516,0,1,15.84,2,419.55,33,"1"
13369,0,523,0,0,2557,2193,1247.43,0,0,0,9.2,1,96.93,13.856,"1"
191099,0,13254,0,0,1238,731,17234.54,13254,0,0,31.49,1,1051.21,175,"5"
6430,0,832,0,0,1827,25,669.35,832,0,0,23.38,1,74.74,17.25,"8"
17593,0,0,1,1,2557,2196,2609.21,0,0,0,29.76,1,266.56,13.2,"6"
5932,0,0,1,0,1827,56,887.23,0,0,0,11.84,1,71.55,10.392,"1"
3293,0,730,0,0,1577,1212,478.29,730,0,0,25.56,1,44.77,13.856,"8"
19848,0,3111,0,0,2246,1881,811.53,1728,0,0,23.76,2,85.61,10.392,"1"
28391,0,4677,0,0,1827,141,2955.83,4677,0,0,5.36,1,369.64,16,"5"
7145,0,477,0,0,2557,194,733.84,477,0,0,20.64,1,84.72,19.8,"1"
34259,0,0,1,0,1827,1462,332.91,0,0,0,37.56,1,40.66,15,"5"
5414,1318,0,1,0,2192,1827,814.17,0,0,1,13.5,2,77.72,13.943,"6"
225942,123515,20161,0,0,1461,1,7448.99,5821,0,1,1.74,2,668.53,43.648,"5"
1752,0,174,0,1,4749,24,181.81,174,0,0,28.98,1,19.19,15.001,"1"
8849,568,2269,0,0,1096,735,1072.52,2269,0,1,21.34,3,152.56,10.39,"5"
8538,0,0,1,0,1461,1098,1279.5,0,0,0,30.98,1,132.36,15,"5"
6533,0,0,1,0,1827,1462,661.96,0,0,0,43.32,1,87.96,17.32,"5"
15047,0,723,0,0,2557,47,1367.15,723,0,0,17.16,1,96.75,15,"5"
88,0,0,1,0,1577,472,12.65,0,0,0,19.2,2,1,10.392,"5"
39359,0,3146,0,0,2991,2626,3625.91,3146,0,0,4.06,1,396.72,22.4,"6"
64663,0,5007,0,0,1827,1462,2081.86,1074,0,0,12.98,1,176.33,15,"5"
12032,0,2501,0,0,2557,2193,1297.66,2501,0,0,34.56,1,146.93,17.321,"1"
2198,0,196,0,0,1827,44,217.58,196,0,0,23.47,1,28.15,17.321,"5"
9834,149294,886,0,0,1827,46,1469.11,886,0,1,15.12,2,106.66,13.2,"8"
23086,0,3635,0,0,1461,1114,3386.59,3635,0,0,19.06,1,308.03,13.164,"5"
9505,36311,0,1,0,1461,1096,1412.14,0,0,1,19.28,5,165.25,10.392,"5"
614,0,0,1,0,1827,1468,92.01,0,0,0,21.44,1,8.62,13.164,"5"
8294,0,0,1,0,1461,1097,947.35,0,0,0,30.43,1,139.11,17,"5"
93250,0,8664,0,0,1714,731,9226.8,8664,0,0,3.68,1,837.51,22.17,"5"
21276,0,3822,0,0,2349,84,1810.15,2259,0,0,21.34,1,174.15,10.392,"1"
0,0,0,1,0,3105,2740,0,0,0,0,0.24,1,0,100,"1"
2427,0,313,0,0,2192,1834,255.38,313,0,0,23.65,1,32.28,10.35,"1"
7,0,0,1,0,1095,468,0.77,0,0,0,109.08,1,0.23,43.648,"5"
27,0,17,0,0,1555,731,3.83,17,0,0,7.8,1,0.03,10.392,"5"
45874,17810,10469,0,0,1215,366,4525.68,10469,0,1,23.78,3,455.44,19.71,"5"
5322441,921247,760727,0,0,2192,327,1995.87,3962,0,1,0.33,32,71.72,10.392,"6"
34252,0,791,0,0,2557,2193,425.7,0,0,0,7.8,1,37.63,10.392,"6"
896857,0,113068,0,0,1461,1096,5249.79,3108,0,0,22.08,1,456.27,13.32,"5"
29377,0,1331,0,0,1827,1462,222.17,0,0,0,19.48,1,20.55,13.856,"1"
2427,0,0,1,0,1827,1476,364.67,0,0,0,19.2,1,37.84,10.392,"5"
7070,0,0,1,0,2557,62,804.35,0,0,0,16.92,1,56.43,13.2,"1"
11127,0,1062,0,0,2203,1842,1637.85,1062,0,0,27.88,1,155.98,15,"6"
54959,0,7940,0,0,1827,1462,5485.47,7940,0,0,15.44,1,477.25,26.4,"3"
2662467,87653,297614,0,0,3254,299,1956.68,3212,0,1,1.55,2,102.77,15.001,"1"
182727,0,19915,0,0,2069,238,999.58,2393,0,0,13.43,1,68.13,15.001,"5"
9658,0,1981,0,0,2192,64,1444.36,1981,0,0,13.26,1,116.59,10.392,"1"
9843,0,3277,0,0,2557,63,965.39,3277,0,0,10.08,1,91.86,10.392,"5"
296976,0,40443,0,0,1827,1462,476.27,522,0,0,25.8,1,38.67,10.3,"5"
11132,0,0,1,0,1827,58,411.4,0,0,0,20.54,1,32.81,10.392,"5"
3851,209,0,1,0,1827,1462,576.73,0,0,1,9.72,2,47.25,13,"5"
1767,10375,437,0,0,2192,1827,263.62,437,0,1,10.08,2,23.65,10.39,"3"
31880,0,7852,0,0,1826,512,2797.49,7852,0,0,3.5,1,283.81,27,"1"
8109,3322,2315,0,0,2557,62,119.16,458,0,1,26.04,3,14.71,10.392,"5"
14461,0,961,0,0,2433,366,429.19,0,0,0,27.32,1,44.16,13.2,"1"
10511,0,0,1,0,1461,55,1531.64,0,0,0,13.92,1,128.91,13.1,"5"
20696,0,2082,0,0,1461,79,2997.29,2082,0,0,11.95,1,217.62,13.856,"5"
11438,0,1299,0,0,1827,1464,1242.53,1299,0,0,45.68,1,158.35,25.25,"8"
6845,23316,477,0,0,4383,4018,1019.98,477,0,1,15.72,2,86.05,13.2,"1"
15109,0,1242,0,0,2256,734,1559.79,1242,0,0,0.88,1,179.22,20.785,"5"
10026,0,716,0,0,1827,1462,1486.5,716,0,0,6.88,1,144.48,10.35,"8"
29330,97623,0,1,0,1827,405,2921.12,0,0,1,24.18,2,401.89,20,"5"
10766,0,918,0,0,1096,731,482.96,346,0,0,33.62,1,60.59,16.5,"5"
99940,0,6879,0,0,1787,371,1913.36,0,0,0,16.08,1,186.19,11,"6"
7029,0,0,1,0,3105,592,525.07,0,0,0,0.12,1,16.38,60,"1"
1572886,0,166003,0,0,2250,227,546.09,582,0,0,0.31,1,37.48,15.1,"6"
6126,0,0,1,1,1827,1463,919.5,0,0,0,21.52,1,91.86,13.2,"5"
29730,0,2168,0,0,2228,294,3675.06,2168,0,0,33.84,1,308.33,15,"5"
3701,0,434,0,0,2191,1827,381.38,434,0,0,57.72,1,45.03,23.1,"6"
7657,0,182,0,0,1826,293,1148.91,182,0,0,33.12,1,108.89,13.2,"3"
12549,0,3505,0,0,2557,45,1204.49,3505,0,0,6.45,1,96.2,13.856,"1"
5990,0,0,1,0,2191,308,903.3,0,0,0,33.12,1,93.04,13.2,"5"
8444,0,0,1,0,1827,1462,1277.61,0,0,0,16.92,1,133.71,13.2,"8"
259298,0,30046,0,0,1827,1465,1259,3239,0,0,21.6,1,137.67,17.321,"5"
18559,14588,1577,0,0,1095,731,1975.77,1577,0,1,23.4,2,243.35,17.321,"6"
12617,2177,0,1,0,2556,2192,1305.42,0,0,1,28.56,3,130.43,11.4,"5"
90551,0,20080,0,0,4383,18,3565.45,8248,0,0,28.28,1,352.01,20.95,"1"
9572,0,1133,0,0,1461,1096,1039.57,1133,0,0,33.62,1,122.05,16.5,"5"
2635,8818,0,1,1,1461,302,398.5,0,0,1,34.68,4,41.68,13.856,"8"
12353,0,2782,0,1,1827,59,472.42,741,0,0,20.54,1,35.87,10.392,"5"
27634,12554,4021,0,0,1461,580,2357.89,3829,0,1,15.12,3,265.12,16.5,"5"
1240803,0,132208,0,0,5925,5560,25130.66,10893,0,0,14.44,1,1703.7,70,"1"
5198,0,411,0,0,2921,25,446.56,411,0,0,3.06,1,52.27,13.2,"1"
45455,33853,2794,0,1,2378,368,1473.15,0,0,1,27.29,3,327.7,13.2,"1"
2459585,544031,345010,0,0,2192,1829,7372.31,13545,0,1,18.24,9,643.9,14.5,"1"
10432,0,0,1,1,1867,27,918.15,0,0,0,0,1,148.56,15.001,"6"
72582,0,5163,0,1,1461,606,7220.45,5163,0,0,27.96,1,758.67,28,"5"
229939,0,11739,0,1,1706,367,947.21,1080,0,0,0.72,1,44.36,11.4,"5"
9737,0,0,1,0,2192,53,464.74,0,0,0,18.12,1,38.34,10.392,"5"
45733,0,4954,0,0,1461,1096,2825.99,2075,0,0,28.08,1,353.44,26.4,"5"
45418,0,4230,0,1,1461,30,4635.08,4152,0,0,30.24,1,519.07,33,"3"
1162013,0,106114,0,0,2192,1839,3506.73,13153,0,0,19.28,1,400.16,13.2,"6"
34327,85287,1340,0,0,2557,2192,1491.92,1340,0,1,20.28,2,163.07,23.1,"1"
3707,0,703,0,0,2557,46,549.04,703,0,0,24.78,1,77.32,15,"1"
3473,0,0,1,0,2191,304,520.82,0,0,0,33.12,1,54.54,13.2,"5"
14309,0,2636,0,0,1800,348,1658.43,1737,0,0,3.24,1,75.09,10.39,"1"
59636,741796,3516,0,0,1461,1096,1473.08,0,0,1,19.52,3,136.84,13.8,"3"
19940,0,1693,0,0,1827,42398,1632.81,824,0,0,28.59,1,144.55,13.15,"5"
15404,0,0,1,0,1534,32,2254.76,0,0,0,3.7,1,188.02,13.856,"6"
125276,0,0,1,1,3105,842,10037.37,0,0,0,0.24,1,0,128,"1"
60762,18861,9349,0,0,1461,1096,6212.21,9349,0,1,24.2,2,635.36,27,"6"
5106,0,0,1,0,2192,1827,783.25,0,0,0,28.6,1,76.13,13.85,"5"
16222,0,0,1,1,1461,309,1922.22,0,0,0,23.4,2,192.64,10.392,"5"
3503,0,0,1,0,1096,731,761.16,0,0,0,0.13,1,367.3,12.5,"5"
1483590,0,204152,0,0,1827,285,2682.12,1876,0,0,30,1,339.26,20,"5"
4244,0,0,1,0,1827,61,625.99,0,0,0,14.64,1,67.97,10.39,"5"
2655,0,0,1,1,2192,1835,396.75,0,0,0,33.12,1,40,13.2,"5"
1172501,23809,181766,0,0,2192,1828,9057.96,5675,0,1,24.52,2,818.26,13.2,"6"
1781,0,0,1,0,2192,503,269.49,0,0,0,28.02,1,27.17,13.856,"1"
3579,8418,318,0,0,2572,366,296.13,0,0,1,8.64,4,25.25,11.5,"5"
7541,0,0,1,0,2115,283,874.39,0,0,0,31.64,1,94.01,13.856,"6"
52275,0,3257,0,1,1741,49,982.88,0,0,0,19.2,1,92.36,10.392,"5"
14839,0,2278,0,0,1461,264,2112.11,2278,22,0,8.8,1,282.96,13.2,"5"
2170560,33185,230072,0,0,2167,1805,3592.03,3503,0,1,17.13,2,310.45,10.35,"6"
21288,0,3270,0,0,1727,262,3143.19,3270,0,0,7.02,1,176.13,15,"5"
16685,6195,0,1,0,2192,1828,2461.2,0,0,1,21.92,2,234.83,15,"1"
161909,0,11937,0,0,2192,513,1039.94,919,0,0,35.8,1,127.36,20,"6"
661,0,0,1,0,2192,1829,99.52,0,0,0,26.04,1,10.22,10.392,"1"
5344,0,477,0,0,1827,1463,799.67,477,0,0,18.48,1,78.97,13.15,"1"
3841,0,333,0,1,1749,717,575.01,333,0,0,32.88,1,67.12,13.15,"5"
25922,0,2395,0,0,4018,24,2195.85,2395,0,0,20.4,1,273,26.4,"1"
11979,33724,0,1,0,2191,1826,1773.31,0,0,1,19.28,2,168.14,10.392,"1"
4032,0,0,1,1,1827,52,598.84,0,0,0,33.12,1,58.53,13.2,"8"
25469,0,1114,0,1,1095,732,1520.61,582,0,0,39.6,1,174.1,19.8,"5"
2332,0,205,0,0,1461,1096,352.37,205,0,0,28.58,1,33.19,12.5,"3"
13824,0,2597,0,0,2557,33,1597.99,2155,0,0,27.14,1,137.7,13.2,"5"
78185,0,8545,0,0,2557,30,1853.95,2204,0,0,22.2,1,218.19,46.2,"1"
53830,10264,5325,0,1,4749,585,5173.04,5325,0,1,26.4,2,465.69,26.4,"1"
9399,0,3040,0,0,2557,61,878.05,2934,0,0,13.23,1,67.13,10.35,"5"
115509,0,12462,0,0,2192,607,11221.21,12462,0,0,2.85,1,749.81,45,"5"
4012,0,0,1,0,1096,42169,601.76,0,0,0,22.52,1,60.66,13.856,"5"
41064,0,2251,0,0,1721,42,4539.11,2251,0,0,81.16,1,257.58,60,"5"
9034,66289,637,0,1,1827,25,794.51,637,0,1,18.18,2,98.49,15.3,"5"
11313,0,0,1,0,1461,1097,1127.64,0,0,0,50.62,1,163.29,31.177,"5"
28646,0,1960,0,0,4383,32,2876.9,1960,0,0,44.07,1,315.5,41.5,"1"
1722179,1192414,181187,0,0,2511,2146,6677.49,0,0,1,31.08,2,621.59,13.8,"1"
16804,0,0,1,0,2300,369,1876.85,0,0,0,59.88,1,160.11,30,"6"
1278,0,0,1,0,1472,294,242.63,0,30,0,46.32,1,15.84,13.2,"8"
5462,0,0,1,0,2557,62,524.76,0,0,0,16.92,1,41.1,13.2,"5"
6436,0,0,1,0,1827,1462,967.78,0,0,0,12.36,1,88.79,10.392,"1"
24206,42473,2215,0,1,1827,22,2464.25,2215,0,1,41.28,2,301.55,27.6,"1"
102325,61143,11153,0,0,2100,300,12700.44,11153,0,1,9.57,2,757.09,20,"5"
5205,0,0,1,0,1827,1464,784.75,0,0,0,18.51,1,88.44,14.49,"5"
2418,0,423,0,0,1461,1096,364.22,423,0,0,25.29,1,36.57,12.5,"5"
4048,11263,0,1,0,2191,1827,612.41,0,0,1,26.04,3,65.22,10.392,"1"
43553,0,831,0,0,2557,56,734.49,0,0,0,20.62,1,62.25,13.2,"5"
3118110,468369,289924,0,0,1461,1104,3269.76,3690,0,1,24,2,387.56,16,"5"
9276,0,0,1,0,1461,1106,923.1,0,0,0,36.24,1,114.2,14.49,"8"
2342,0,0,1,0,1827,57,353.45,0,0,0,27.52,1,29.57,13.943,"5"
3495555,0,350657,0,1,1787,371,7400.36,17272,0,0,29.76,1,769.2,13.2,"6"
71073,40098,6461,0,0,1827,1462,1849.24,0,0,1,14.04,2,203.56,13.2,"5"
16408,0,0,1,0,1461,40,2334.12,0,0,0,26.92,1,241.1,13.1,"5"
19256,0,1588,0,0,1500,1145,775.98,1588,0,0,33.12,1,71.67,13.2,"3"
2653,0,0,1,0,1629,162,319.81,0,0,0,26.54,1,197.09,10.392,"6"
3440,0,0,1,1,2557,73,386.15,0,0,0,26.04,1,72.33,10.392,"1"
1923,0,70,0,1,2192,53,289.24,70,0,0,33.12,1,31.82,13.2,"8"
4896,0,0,1,1,1476,368,931.11,0,22,0,33.62,2,441.93,10.392,"5"
46380,0,6280,0,0,1617,731,4671.98,6280,0,0,3.9,1,499.4,20.785,"5"
21828,0,0,1,0,2557,2197,1011.99,0,0,0,7.8,1,24.19,10.392,"5"
396,0,48,0,0,2557,2192,58.87,48,0,0,15.72,1,5.41,13.2,"1"
21118,3206,1021,0,0,1827,147,1585.98,0,0,1,8.28,2,189.95,16.5,"8"
6281,0,1224,0,0,2192,1827,934.64,1224,0,0,16.44,1,84.08,13.856,"1"
38117,8424,4049,0,0,1461,185,3832.49,4049,0,1,6.21,2,511.71,32.909,"5"
5208,0,0,1,0,2099,270,793.53,0,28,0,22.28,1,57.19,10.392,"1"
9087,0,0,1,0,2557,2192,1095.85,0,0,0,10.36,1,86.83,13.856,"5"
2742,0,0,1,0,1827,35,412.29,0,0,0,27.28,1,32.9,13.856,"1"
71086,0,1582,0,0,1827,1463,7285.06,1582,0,0,3.32,1,833.32,19.8,"5"
25412,0,415,0,0,1461,211,2043.22,415,0,0,1.84,1,333.31,41.42,"5"
25326,0,1900,0,0,2191,21,2590.56,1900,0,0,25.8,1,308.92,17.25,"3"
600238,0,46289,0,0,1827,1462,9393.37,11729,0,0,3.4,1,825.86,16.5,"5"
139930,30365,10681,0,0,2557,2213,11452.71,8958,0,1,5.84,2,782.86,70,"6"
690659,0,82170,0,0,2192,1827,374.32,0,0,0,27.32,1,32.07,13.2,"6"
7231,1259,0,1,0,2037,1679,867.71,0,0,1,22.52,2,52.6,13.856,"5"
20804,0,0,1,0,1827,58,3060.33,0,0,0,14.04,1,222.62,13.2,"5"
2500,7079,405,0,0,2191,307,375.72,405,0,1,26.04,3,37.28,10.392,"1"
3211,1784,265,0,0,1461,43,479.21,265,0,1,16.14,2,39,10.392,"5"
24448,0,251,0,0,2557,65,521.59,251,0,0,23.04,1,43.46,13.2,"5"
683,0,0,1,1,1461,616,190.16,0,0,0,198.12,1,86.69,13.2,"8"
153995,0,10681,0,0,2921,2556,3342.17,252,0,0,11.4,1,500.91,49,"1"
3158,0,0,1,1,1842,43,599.48,0,25,0,21.56,1,32.07,10.39,"8"
6286272,0,562863,0,0,1531,367,1034.04,2193,0,0,3.48,1,51.32,27.71,"5"
32804,0,2643,0,0,1461,1097,2867.46,2643,0,0,0,1,329.59,16.5,"3"
108188,228105,91386,0,0,2557,175,7931.12,3539,0,1,9.93,3,387.24,52.5,"1"
21856,0,6956,0,0,3648,3283,0,6804,0,0,29.64,1,193.33,19.8,"1"
12281,0,0,1,0,2557,42,1817.5,0,0,0,3.56,1,149.56,13.2,"5"
7314,0,1542,0,0,1461,1096,1094.82,1542,0,0,27.69,1,111.5,15,"5"
10050,2412,0,1,0,2192,1827,1041.91,0,0,1,17.13,3,106.52,10.392,"6"
48913,33873,6327,0,0,2191,575,5020.32,6327,0,1,8.28,2,533.47,17.3,"6"
